Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT50370251987162XXX02,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1987/06/11,1987:162:17:23:29.81613,1987:162:17:23:56.50106,N,9,9,9,9,9,9,9,9,0,0,0,0,0,56.19863532,134.04189869, 50.27485   (50°16'29.46"N),-106.73168   (106°43'54.05"W), 51.23606   (51°14'09.82"N),-107.68352  (107°41'00.67"W), 50.85943   (50°51'33.95"N),-105.11395   (105°06'50.22"W), 49.66975   (49°40'11.10"N),-108.31106   (108°18'39.82"W), 49.30507 (49°18'18.25"N),-105.81965   (105°49'10.74"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23399   (51°14'02.36"N),-108.50969   (108°30'34.88"S), 51.28663   (51°17'11.87"N),-105.01147   (105°00'41.29"S), 49.22482   (49°13'29.35"N),-108.36508  (108°21'54.29"W), 49.27386   (49°16'25.90"N),-105.01100   (105°00'39.60"S),8141,7461,7461,8141,72,4.235,2.688,3.273,.165,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27485,-106.73168,51.23606,-107.68352,50.85943,-105.11395,49.66975,-108.31106,49.30507,-105.81965,LT50370251987162XXX02,LT50370251987162XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT50370251987162XXX02
LT50380251987137XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1987/05/17,1987:137:17:29:04.39356,1987:137:17:29:31.07481,N,9,9,9,9,9,9,9,9,30,0,0,0,30,53.18134353,138.07330076, 50.28098   (50°16'51.53"N),-108.29852   (108°17'54.67"W), 51.24220   (51°14'31.92"N),-109.25045  (109°15'01.62"W), 50.86553   (50°51'55.91"N),-106.68055   (106°40'49.98"W), 49.67591   (49°40'33.28"N),-109.87812   (109°52'41.23"W), 49.31118 (49°18'40.25"N),-107.38642   (107°23'11.11"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26815   (51°16'05.34"N),-109.91921   (109°55'09.16"S), 51.18848   (51°11'18.53"N),-106.55030   (106°33'01.08"S), 49.33127   (49°19'52.57"N),-109.96223  (109°57'44.03"W), 49.25684   (49°15'24.62"N),-106.72680   (106°43'36.48"S),7851,7181,7181,7851,101,6.101,4.076,4.54,.211,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28098,-108.29852,51.2422,-109.25045,50.86553,-106.68055,49.67591,-109.87812,49.31118,-107.38642,LT50380251987137XXX01,LT50380251987137XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251987137XXX01
LT50370251987130PAC02,LANDSAT_5,SAM,PAC,DAY, 037, 025,2,1987/05/10,1987:130:17:22:42.40694,1987:130:17:23:09.08769,N,9,9,9,9,9,9,9,9,24.86,52.41,32.1,11.8,3.12,51.62244763,139.22607124, 50.27579   (50°16'32.84"N),-106.75689   (106°45'24.80"W), 51.23700   (51°14'13.20"N),-107.70875  (107°42'31.50"W), 50.86036   (50°51'37.30"N),-105.13912   (105°08'20.83"W), 49.67070   (49°40'14.52"N),-108.33631   (108°20'10.72"W), 49.30601 (49°18'21.64"N),-105.84485   (105°50'41.46"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23334   (51°14'00.02"N),-108.53114   (108°31'52.10"S), 51.28662   (51°17'11.83"N),-105.04589   (105°02'45.20"S), 49.22422   (49°13'27.19"N),-108.38564  (108°23'08.30"W), 49.27385   (49°16'25.86"N),-105.04399   (105°02'38.36"S),8111,7461,7461,8111,60,3.949,2.417,3.123,.195,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27579,-106.75689,51.237,-107.70875,50.86036,-105.13912,49.6707,-108.33631,49.30601,-105.84485,LT50370251987130PAC02,LT50370251987130PAC02,http://earthexplorer.usgs.gov/download/options/5440/LT50370251987130PAC02
LT50380251987121XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1987/05/01,1987:121:17:28:37.85713,1987:121:17:29:04.53681,N,9,9,9,9,9,9,9,9,80,80,80,50,80,49.22746511,140.62000734, 50.28201   (50°16'55.24"N),-108.30108   (108°18'03.89"W), 51.24324   (51°14'35.66"N),-109.25303  (109°15'10.91"W), 50.86655   (50°51'59.58"N),-106.68308   (106°40'59.09"W), 49.67695   (49°40'37.02"N),-109.88072   (109°52'50.59"W), 49.31221 (49°18'43.96"N),-107.38897   (107°23'20.29"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.26819   (51°16'05.48"N),-109.92350   (109°55'24.60"S), 51.18864   (51°11'19.10"N),-106.55458   (106°33'16.49"S), 49.33400   (49°20'02.40"N),-109.96630  (109°57'58.68"W), 49.25969   (49°15'34.88"N),-106.73068   (106°43'50.45"S),7851,7171,7171,7851,39,7.970,3.753,7.031,.284,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28201,-108.30108,51.24324,-109.25303,50.86655,-106.68308,49.67695,-109.88072,49.31221,-107.38897,LT50380251987121XXX01,LT50380251987121XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251987121XXX01
LT50370251987114XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1987/04/24,1987:114:17:22:14.68169,1987:114:17:22:41.36075,N,9,9,9,9,9,9,9,9,40,30,70,0,10,47.07668497,141.55676586, 50.28043   (50°16'49.55"N),-106.75406   (106°45'14.62"W), 51.24165   (51°14'29.94"N),-107.70598  (107°42'21.53"W), 50.86498   (50°51'53.93"N),-105.13611   (105°08'10.00"W), 49.67536   (49°40'31.30"N),-108.33364   (108°20'01.10"W), 49.31063 (49°18'38.27"N),-105.84196   (105°50'31.06"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.23886   (51°14'19.90"N),-108.52726   (108°31'38.14"S), 51.29202   (51°17'31.27"N),-105.04159   (105°02'29.72"S), 49.22973   (49°13'47.03"N),-108.38190  (108°22'54.84"W), 49.27925   (49°16'45.30"N),-105.03987   (105°02'23.53"S),8111,7461,7461,8111,30,4.392,2.99,3.217,.272,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28043,-106.75406,51.24165,-107.70598,50.86498,-105.13611,49.67536,-108.33364,49.31063,-105.84196,LT50370251987114XXX01,LT50370251987114XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251987114XXX01
LT50370251987098PAC02,LANDSAT_5,SAM,PAC,DAY, 037, 025,2,1987/04/08,1987:098:17:21:44.28094,1987:098:17:22:10.95775,N,9,9,9,9,9,9,9,9,41.78,13.65,86.96,14.95,51.58,41.46209282,143.33860672, 50.27517   (50°16'30.61"N),-106.74685   (106°44'48.66"W), 51.23638   (51°14'10.97"N),-107.69870  (107°41'55.32"W), 50.85975   (50°51'35.10"N),-105.12910   (105°07'44.76"W), 49.67008   (49°40'12.29"N),-108.32625   (108°19'34.50"W), 49.30539 (49°18'19.40"N),-105.83482   (105°50'05.35"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.23360   (51°14'00.96"N),-108.52256   (108°31'21.22"S), 51.28663   (51°17'11.87"N),-105.03298   (105°01'58.73"S), 49.22446   (49°13'28.06"N),-108.37742  (108°22'38.71"W), 49.27385   (49°16'25.86"N),-105.03162   (105°01'53.83"S),8121,7461,7461,8121,39,3.750,2.672,2.631,.212,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27517,-106.74685,51.23638,-107.6987,50.85975,-105.1291,49.67008,-108.32625,49.30539,-105.83482,LT50370251987098PAC02,LT50370251987098PAC02,http://earthexplorer.usgs.gov/download/options/5440/LT50370251987098PAC02
LT50380251986358XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1986/12/24,1986:358:17:24:16.62756,1986:358:17:24:43.29500,N,9,9,9,9,9,9,9,9,10,10,0,30,0,12.48531966,154.62766702, 50.27534   (50°16'31.22"N),-108.28489   (108°17'05.60"W), 51.23655   (51°14'11.58"N),-109.23674  (109°14'12.26"W), 50.85992   (50°51'35.71"N),-106.66714   (106°40'01.70"W), 49.67025   (49°40'12.90"N),-109.86429   (109°51'51.44"W), 49.30556 (49°18'20.02"N),-107.37286   (107°22'22.30"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26264   (51°15'45.50"N),-109.90643   (109°54'23.15"S), 51.18261   (51°10'57.40"N),-106.53798   (106°32'16.73"S), 49.32576   (49°19'32.74"N),-109.94996  (109°56'59.86"W), 49.25100   (49°15'03.60"N),-106.71493   (106°42'53.75"S),7851,7181,7181,7851,30,15.230,13.28,7.456,.484,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27534,-108.28489,51.23655,-109.23674,50.85992,-106.66714,49.67025,-109.86429,49.30556,-107.37286,LT50380251986358XXX01,LT50380251986358XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251986358XXX01
LT50370251986351XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1986/12/17,1986:351:17:17:52.88500,1986:351:17:18:19.55169,N,9,9,9,9,9,9,9,9,0,0,0,0,0,12.75140973,155.3334589, 50.27304   (50°16'22.94"N),-106.75465   (106°45'16.74"W), 51.23424   (51°14'03.26"N),-107.70647  (107°42'23.29"W), 50.85763   (50°51'27.47"N),-105.13698   (105°08'13.13"W), 49.66794   (49°40'04.58"N),-108.33397   (108°20'02.29"W), 49.30327 (49°18'11.77"N),-105.84265   (105°50'33.54"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.23065   (51°13'50.34"N),-108.53093   (108°31'51.35"S), 51.28392   (51°17'02.11"N),-105.04158   (105°02'29.69"S), 49.22153   (49°13'17.51"N),-108.38546  (108°23'07.66"W), 49.27115   (49°16'16.14"N),-105.03987   (105°02'23.53"S),8121,7461,7461,8121,34,8.991,6.013,6.684,.456,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27304,-106.75465,51.23424,-107.70647,50.85763,-105.13698,49.66794,-108.33397,49.30327,-105.84265,LT50370251986351XXX01,LT50370251986351XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251986351XXX01
LT50380251986326XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1986/11/22,1986:326:17:23:20.06225,1986:326:17:23:46.72625,N,9,9,9,9,9,9,9,9,10,10,40,0,10,16.41627904,156.55046, 50.28397   (50°17'02.29"N),-108.33814   (108°20'17.30"W), 51.24520   (51°14'42.72"N),-109.29012  (109°17'24.43"W), 50.86850   (50°52'06.60"N),-106.72006   (106°43'12.22"W), 49.67891   (49°40'44.08"N),-109.91785   (109°55'04.26"W), 49.31416 (49°18'50.98"N),-107.42600   (107°25'33.60"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26858   (51°16'06.89"N),-109.96650   (109°57'59.40"S), 51.18994   (51°11'23.78"N),-106.58882   (106°35'19.75"S), 49.33706   (49°20'13.42"N),-110.00753  (110°00'27.11"W), 49.26359   (49°15'48.92"N),-106.76334   (106°45'48.02"S),7871,7161,7161,7871,71,10.031,6.271,7.829,.498,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28397,-108.33814,51.2452,-109.29012,50.8685,-106.72006,49.67891,-109.91785,49.31416,-107.426,LT50380251986326XXX01,LT50380251986326XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251986326XXX01
LT50370251986287XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1986/10/14,1986:287:17:18:37.40250,1986:287:17:19:04.06294,N,9,9,9,9,9,9,9,9,0,0,10,0,0,28.00173984,153.32626656, 50.30589   (50°18'21.20"N),-106.91053   (106°54'37.91"W), 51.26718   (51°16'01.85"N),-107.86282  (107°51'46.15"W), 50.89031   (50°53'25.12"N),-105.29162   (105°17'29.83"W), 49.70093   (49°42'03.35"N),-108.49103   (108°29'27.71"W), 49.33602 (49°20'09.67"N),-105.99812   (105°59'53.23"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26088   (51°15'39.17"N),-108.68810   (108°41'17.16"S), 51.31883   (51°19'07.79"N),-105.20090   (105°12'03.24"S), 49.25480   (49°15'17.28"N),-108.53619  (108°32'10.28"W), 49.30878   (49°18'31.61"N),-105.19260   (105°11'33.36"S),8111,7451,7451,8111,38,5.886,4.503,3.791,.454,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.30589,-106.91053,51.26718,-107.86282,50.89031,-105.29162,49.70093,-108.49103,49.33602,-105.99812,LT50370251986287XXX01,LT50370251986287XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251986287XXX01
LT50370251986271XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1986/09/28,1986:271:17:19:08.78606,1986:271:17:19:35.44394,N,9,9,9,9,9,9,9,9,20,0,0,0,0,33.52133257,150.02254405, 50.29952   (50°17'58.27"N),-106.89412   (106°53'38.83"W), 51.26080   (51°15'38.88"N),-107.84632  (107°50'46.75"W), 50.88397   (50°53'02.29"N),-105.27545   (105°16'31.62"W), 49.69453   (49°41'40.31"N),-108.47439   (108°28'27.80"W), 49.32967 (49°19'46.81"N),-105.98179   (105°58'54.44"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25335   (51°15'12.06"N),-108.67029   (108°40'13.04"S), 51.31076   (51°18'38.74"N),-105.18364   (105°11'01.10"S), 49.24991   (49°14'59.68"N),-108.51935  (108°31'09.66"W), 49.30341   (49°18'12.28"N),-105.17607   (105°10'33.85"S),8111,7441,7441,8111,34,6.530,4.946,4.264,.573,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.29952,-106.89412,51.2608,-107.84632,50.88397,-105.27545,49.69453,-108.47439,49.32967,-105.98179,LT50370251986271XXX01,LT50370251986271XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251986271XXX01
LT50370251986239XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1986/08/27,1986:239:17:20:11.34519,1986:239:17:20:37.99769,N,9,9,9,9,9,9,9,9,0,0,0,0,0,43.9273795,141.49098821, 50.30040   (50°18'01.44"N),-106.87232   (106°52'20.35"W), 51.26168   (51°15'42.05"N),-107.82454  (107°49'28.34"W), 50.88485   (50°53'05.46"N),-105.25362   (105°15'13.03"W), 49.69542   (49°41'43.51"N),-108.45262   (108°27'09.43"W), 49.33054 (49°19'49.94"N),-105.95998   (105°57'35.93"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.25671   (51°15'24.16"N),-108.64906   (108°38'56.62"S), 51.31349   (51°18'48.56"N),-105.16213   (105°09'43.67"S), 49.25054   (49°15'01.94"N),-108.49878  (108°29'55.61"W), 49.30344   (49°18'12.38"N),-105.15544   (105°09'19.58"S),8111,7451,7451,8111,49,4.898,3.766,3.132,.292,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.3004,-106.87232,51.26168,-107.82454,50.88485,-105.25362,49.69542,-108.45262,49.33054,-105.95998,LT50370251986239XXX01,LT50370251986239XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251986239XXX01
LT50380251986230XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1986/08/18,1986:230:17:26:42.60063,1986:230:17:27:09.25206,N,9,9,9,9,9,9,9,9,0,0,0,0,0,46.49373916,139.08317102, 50.30000   (50°18'00.00"N),-108.42586   (108°25'33.10"W), 51.26128   (51°15'40.61"N),-109.37807  (109°22'41.05"W), 50.88445   (50°53'04.02"N),-106.80718   (106°48'25.85"W), 49.69501   (49°41'42.04"N),-110.00615   (110°00'22.14"W), 49.33015 (49°19'48.54"N),-107.51352   (107°30'48.67"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.29089   (51°17'27.20"N),-110.05205   (110°03'07.38"S), 51.21498   (51°12'53.93"N),-106.68098   (106°40'51.53"S), 49.35933   (49°21'33.59"N),-110.08971  (110°05'22.96"W), 49.28841   (49°17'18.28"N),-106.85200   (106°51'07.20"S),7851,7161,7161,7851,86,4.618,3.026,3.488,.19,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.3,-108.42586,51.26128,-109.37807,50.88445,-106.80718,49.69501,-110.00615,49.33015,-107.51352,LT50380251986230XXX01,LT50380251986230XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251986230XXX01
LT50370251986223XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1986/08/11,1986:223:17:20:47.53569,1986:223:17:21:14.18606,N,9,9,9,9,9,9,9,9,30,70,0,50,0,48.32898139,137.30482531, 50.30202   (50°18'07.27"N),-106.88978   (106°53'23.21"W), 51.26330   (51°15'47.88"N),-107.84202  (107°50'31.27"W), 50.88646   (50°53'11.26"N),-105.27102   (105°16'15.67"W), 49.69704   (49°41'49.34"N),-108.47014   (108°28'12.50"W), 49.33216 (49°19'55.78"N),-105.97742   (105°58'38.71"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25604   (51°15'21.74"N),-108.67051   (108°40'13.84"S), 51.31347   (51°18'48.49"N),-105.17935   (105°10'45.66"S), 49.24991   (49°14'59.68"N),-108.51935  (108°31'09.66"W), 49.30341   (49°18'12.28"N),-105.17195   (105°10'19.02"S),8121,7451,7451,8121,49,5.055,2.997,4.071,.237,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.30202,-106.88978,51.2633,-107.84202,50.88646,-105.27102,49.69704,-108.47014,49.33216,-105.97742,LT50370251986223XXX01,LT50370251986223XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251986223XXX01
LT50370251986207XXX03,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1986/07/26,1986:207:17:21:22.26413,1986:207:17:21:48.91269,N,9,9,9,9,9,9,9,9,40,20,10,70,50,51.94400178,134.00860878, 50.30711   (50°18'25.60"N),-106.90426   (106°54'15.34"W), 51.26841   (51°16'06.28"N),-107.85657  (107°51'23.65"W), 50.89152   (50°53'29.47"N),-105.28531   (105°17'07.12"W), 49.70216   (49°42'07.78"N),-108.48480   (108°29'05.28"W), 49.33723 (49°20'14.03"N),-105.99183   (105°59'30.59"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26371   (51°15'49.36"N),-108.68402   (108°41'02.47"S), 51.32154   (51°19'17.54"N),-105.19230   (105°11'32.28"S), 49.25762   (49°15'27.43"N),-108.53227  (108°31'56.17"W), 49.31149   (49°18'41.36"N),-105.18436   (105°11'03.70"S),8121,7451,7451,8121,36,6.227,3.503,5.148,.293,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.30711,-106.90426,51.26841,-107.85657,50.89152,-105.28531,49.70216,-108.4848,49.33723,-105.99183,LT50370251986207XXX03,LT50370251986207XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT50370251986207XXX03
LT50370251986175XXX07,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1986/06/24,1986:175:17:22:27.75375,1986:175:17:22:54.39931,N,9,9,9,9,9,9,9,9,0,0,0,0,0,56.0292636,132.37121517, 50.30358   (50°18'12.89"N),-106.93063   (106°55'50.27"W), 51.26487   (51°15'53.53"N),-107.88289  (107°52'58.40"W), 50.88801   (50°53'16.84"N),-105.31181   (105°18'42.52"W), 49.69861   (49°41'55.00"N),-108.51104   (108°30'39.74"W), 49.33372 (49°20'01.39"N),-106.01825   (106°01'05.70"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25751   (51°15'27.04"N),-108.70933   (108°42'33.59"S), 51.31610   (51°18'57.96"N),-105.21810   (105°13'05.16"S), 49.25147   (49°15'05.29"N),-108.55657  (108°33'23.65"W), 49.30605   (49°18'21.78"N),-105.20910   (105°12'32.76"S),8121,7451,7451,8121,54,4.286,2.918,3.139,.218,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.30358,-106.93063,51.26487,-107.88289,50.88801,-105.31181,49.69861,-108.51104,49.33372,-106.01825,LT50370251986175XXX07,LT50370251986175XXX07,http://earthexplorer.usgs.gov/download/options/5440/LT50370251986175XXX07
LT50370251986095XXX01,LANDSAT_5,N/A,XXX,DAY, 037, 025,2,1986/04/05,1986:095:17:24:39.41144,1986:095:17:25:06.05000,N,9,9,9,9,9,9,9,9,0,0,0,0,0,40.70192552,144.5106865, 50.29850   (50°17'54.60"N),-106.89168   (106°53'30.05"W), 51.25977   (51°15'35.17"N),-107.84387  (107°50'37.93"W), 50.88296   (50°52'58.66"N),-105.27305   (105°16'22.98"W), 49.69351   (49°41'36.64"N),-108.47191   (108°28'18.88"W), 49.32865 (49°19'43.14"N),-105.97936   (105°58'45.70"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 51.25335   (51°15'12.06"N),-108.67029   (108°40'13.04"S), 51.31077   (51°18'38.77"N),-105.17934   (105°10'45.62"S), 49.24722   (49°14'49.99"N),-108.51916  (108°31'08.98"W), 49.30072   (49°18'02.59"N),-105.17194   (105°10'18.98"S),8121,7451,7451,8121,104,3.261,2.298,2.314,.143,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.2985,-106.89168,51.25977,-107.84387,50.88296,-105.27305,49.69351,-108.47191,49.32865,-105.97936,LT50370251986095XXX01,LT50370251986095XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50370251986095XXX01
LT50380251986054PAC00,LANDSAT_5,SAM,PAC,DAY, 038, 025,2,1986/02/23,1986:054:17:31:40.94375,1986:054:17:32:07.57913,N,9,9,9,9,9,9,9,9,99.94,100,99.95,99.79,100,24.96433659,148.5079392, 50.29395   (50°17'38.22"N),-108.38417   (108°23'03.01"W), 51.25521   (51°15'18.76"N),-109.33629  (109°20'10.64"W), 50.87843   (50°52'42.35"N),-106.76571   (106°45'56.56"W), 49.68894   (49°41'20.18"N),-109.96424   (109°57'51.26"W), 49.32411 (49°19'26.80"N),-107.47191   (107°28'18.88"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27708   (51°16'37.49"N),-110.01362   (110°00'49.03"S), 51.19994   (51°11'59.78"N),-106.63942   (106°38'21.91"S), 49.34554   (49°20'43.94"N),-110.05279  (110°03'10.04"W), 49.27347   (49°16'24.49"N),-106.81200   (106°48'43.20"S),7861,7161,7161,7861,30,10.301,6.208,8.22,.329,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.29395,-108.38417,51.25521,-109.33629,50.87843,-106.76571,49.68894,-109.96424,49.32411,-107.47191,LT50380251986054PAC00,LT50380251986054PAC00,http://earthexplorer.usgs.gov/download/options/5440/LT50380251986054PAC00
LT50380251986022XXX01,LANDSAT_5,N/A,XXX,DAY, 038, 025,2,1986/01/22,1986:022:17:32:24.99150,1986:022:17:32:51.62469,N,9,9,9,9,9,9,9,9,60,40,60,0,20,15.81872233,152.54340941, 50.29831   (50°17'53.92"N),-108.38526   (108°23'06.94"W), 51.25958   (51°15'34.49"N),-109.33744  (109°20'14.78"W), 50.88277   (50°52'57.97"N),-106.76664   (106°45'59.90"W), 49.69332   (49°41'35.95"N),-109.96548   (109°57'55.73"W), 49.32846 (49°19'42.46"N),-107.47294   (107°28'22.58"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28247   (51°16'56.89"N),-110.01351   (110°00'48.64"S), 51.20548   (51°12'19.73"N),-106.64319   (106°38'35.48"S), 49.35093   (49°21'03.35"N),-110.05269  (110°03'09.68"W), 49.27900   (49°16'44.40"N),-106.81566   (106°48'56.38"S),7851,7161,7161,7851,55,7.505,4.751,5.81,.392,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.29831,-108.38526,51.25958,-109.33744,50.88277,-106.76664,49.69332,-109.96548,49.32846,-107.47294,LT50380251986022XXX01,LT50380251986022XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT50380251986022XXX01
