Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70380252001007EDC00,N/A,EDC,DAY, 038, 025,2001/01/07,2001:007:17:55:37.9026928,2001:007:17:56:04.9066928, 9, 9,   1.15,   0.44,   0.16,   1.58,   2.41,15.0801029,159.910965,50°16'58.80"N,108°20'49.56"W,51°16'15.24"N,109°20'29.40"W,50°52'46.92"N,106°40'16.32"W,49°39'46.08"N,109°58'58.80"W,49°17'04.20"N,107°23'51.36"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.29042   (51°17'25.51"N),-109.99613  (109°59'46.07"W), 51.21178   (51°12'42.41"N),-106.59532  (106°35'43.15"W), 49.34000   (49°20'24.00"N),-110.03638   (110°02'10.97"W), 49.26658   (49°15'59.69"N),-106.77133   (106°46'16.79"W),14461,15841,7231,7921,7231,7921,,,102,6.761,4.022,5.434,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.3471,51.2709,-109.3415,50.8797,-106.6712,49.6628,-109.983,49.2845,-107.3976,LE70380252001007EDC00,LE70380252001007EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252001007EDC00
LE70370252000366EDC01,N/A,EDC,DAY, 037, 025,2000/12/31,2000:366:17:49:24.9170045,2000:366:17:49:51.9204420, 9, 9,   5.35,  16.63,   4.69,   0.02,   0.05,14.5281334,160.818222,50°16'58.80"N,106°47'34.08"W,51°16'06.24"N,107°47'18.24"W,50°52'38.28"N,105°07'06.60"W,49°39'37.44"N,108°25'44.76"W,49°16'55.92"N,105°50'38.76"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25844   (51°15'30.38"N),-108.59328  (108°35'35.81"W), 51.31358   (51°18'48.89"N),-105.07604  (105°04'33.74"W), 49.23329   (49°13'59.84"N),-108.44397   (108°26'38.29"W), 49.28463   (49°17'04.67"N),-105.07288   (105°04'22.37"W),15041,16361,7521,8181,7521,8181,,,42,11.047,8.241,7.357,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-106.7928,51.2684,-107.7884,50.8773,-105.1185,49.6604,-108.4291,49.2822,-105.8441,LE70370252000366EDC01,LE70370252000366EDC01,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000366EDC01
LE70380252000357EDC00,N/A,EDC,DAY, 038, 025,2000/12/22,2000:357:17:55:38.1074408,2000:357:17:56:05.1099408, 9, 9,  99.67, 100.00, 100.00,  99.04,  99.64,14.3613195,161.9239502,50°16'58.80"N,108°20'53.52"W,51°16'16.32"N,109°20'30.84"W,50°52'48.36"N,106°40'17.40"W,49°39'46.44"N,109°58'58.44"W,49°17'04.92"N,107°23'50.64"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.29042   (51°17'25.51"N),-109.99613  (109°59'46.07"W), 51.21178   (51°12'42.41"N),-106.59532  (106°35'43.15"W), 49.33461   (49°20'04.60"N),-110.03649   (110°02'11.36"W), 49.26120   (49°15'40.32"N),-106.77179   (106°46'18.44"W),14501,15841,7251,7921,7251,7921,,,4,6.412,6.32,1.082,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.3482,51.2712,-109.3419,50.8801,-106.6715,49.6629,-109.9829,49.2847,-107.3974,LE70380252000357EDC00,LE70380252000357EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000357EDC00
LE70380252000341PAC03,SAM,PAC,DAY, 038, 025,2000/12/06,2000:341:17:55:29.9274375,2000:341:17:55:56.9281249, 9, 9,  89.02,  99.91,  93.29,  88.23,  74.64,15.55080986,163.50465393,50°16'36.77"N,108°18'46.22"W,51°15'50.87"N,109°18'27.90"W,50°52'22.51"N,106°38'14.78"W,49°39'38.23"N,109°56'50.10"W,49°16'56.28"N,107°21'41.76"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28746   (51°17'14.86"N),-109.96608  (109°57'57.89"W), 51.20779   (51°12'28.04"N),-106.56133  (106°33'40.79"W), 49.33436   (49°20'03.70"N),-110.00759   (110°00'27.32"W), 49.25999   (49°15'35.96"N),-106.73890   (106°44'20.04"W),14481,15861,7241,7931,7241,7931,,,14,7.307,4.424,5.816,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.27688,-108.31284,51.26413,-109.30775,50.87292,-106.63744,49.66062,-109.94725,49.2823,-107.3616,LE70380252000341PAC03,LE70380252000341PAC03,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000341PAC03
LE70370252000334EDC00,N/A,EDC,DAY, 037, 025,2000/11/29,2000:334:17:49:22.8334994,2000:334:17:49:49.8330619, 9, 9,  14.35,   3.16,  19.12,  21.75,  13.39,16.6208534,163.9571991,50°16'58.80"N,106°47'30.48"W,51°16'12.72"N,107°47'11.76"W,50°52'44.76"N,105°06'57.24"W,49°39'43.56"N,108°25'40.44"W,49°17'02.04"N,105°50'31.92"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25844   (51°15'30.38"N),-108.59328  (108°35'35.81"W), 51.31359   (51°18'48.92"N),-105.06744  (105°04'02.78"W), 49.23329   (49°13'59.84"N),-108.44397   (108°26'38.29"W), 49.28463   (49°17'04.67"N),-105.06463   (105°03'52.67"W),15041,16401,7521,8201,7521,8201,,,68,13.751,11.987,6.739,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-106.7918,51.2702,-107.7866,50.8791,-105.1159,49.6621,-108.4279,49.2839,-105.8422,LE70370252000334EDC00,LE70370252000334EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000334EDC00
LE70380252000325EDC00,N/A,EDC,DAY, 038, 025,2000/11/20,2000:325:17:55:30.0757475,2000:325:17:55:57.0739350, 9, 9,  87.42,  97.28,  93.59,  59.50,  99.31,18.4465809,164.2746735,50°16'58.80"N,108°19'27.84"W,51°16'10.56"N,109°19'09.84"W,50°52'41.88"N,106°38'56.04"W,49°39'42.12"N,109°57'39.60"W,49°17'00.24"N,107°22'31.44"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28484   (51°17'05.42"N),-109.97474  (109°58'29.06"W), 51.20543   (51°12'19.55"N),-106.57015  (106°34'12.54"W), 49.33443   (49°20'03.95"N),-110.01584   (110°00'57.02"W), 49.26029   (49°15'37.04"N),-106.74712   (106°44'49.63"W),14461,15861,7231,7931,7231,7931,,,50,8.835,5.991,6.494,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.3244,51.2696,-109.3194,50.8783,-106.6489,49.6617,-109.961,49.2834,-107.3754,LE70380252000325EDC00,LE70380252000325EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000325EDC00
LE70370252000318EDC00,N/A,EDC,DAY, 037, 025,2000/11/13,2000:318:17:49:20.7762461,2000:318:17:49:47.7733086, 9, 9,   0.44,   0.48,   0.15,   1.10,   0.02,20.1718178,164.286026,50°16'58.80"N,106°47'27.24"W,51°16'15.24"N,107°47'06.00"W,50°52'46.56"N,105°06'51.48"W,49°39'46.44"N,108°25'34.32"W,49°17'04.20"N,105°50'25.44"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26113   (51°15'40.07"N),-108.59349  (108°35'36.56"W), 51.31628   (51°18'58.61"N),-105.06744  (105°04'02.78"W), 49.23599   (49°14'09.56"N),-108.44416   (108°26'38.98"W), 49.28733   (49°17'14.39"N),-105.06463   (105°03'52.67"W),15041,16401,7521,8201,7521,8201,,,42,6.888,3.484,5.942,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-106.7909,51.2709,-107.785,50.8796,-105.1143,49.6629,-108.4262,49.2845,-105.8404,LE70370252000318EDC00,LE70370252000318EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000318EDC00
LE70380252000309PAC00,SAM,PAC,DAY, 038, 025,2000/11/04,2000:309:17:55:32.3458124,2000:309:17:55:59.3420000, 9, 9,   0.07,   0.06,   0.04,   0.15,   0.02,22.72196198,163.98083496,50°16'33.60"N,108°20'29.69"W,51°15'45.76"N,109°20'08.52"W,50°52'16.82"N,106°39'56.74"W,49°39'33.73"N,109°58'34.03"W,49°16'51.56"N,107°23'26.81"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28499   (51°17'05.96"N),-109.99194  (109°59'30.98"W), 51.20640   (51°12'23.04"N),-106.59584  (106°35'45.02"W), 49.33187   (49°19'54.73"N),-110.03241   (110°01'56.68"W), 49.25851   (49°15'30.64"N),-106.77202   (106°46'19.27"W),14481,15821,7241,7911,7241,7911,,,155,6.813,5.926,3.361,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.276,-108.34158,51.26271,-109.3357,50.87134,-106.66576,49.65937,-109.97612,49.28099,-107.39078,LE70380252000309PAC00,LE70380252000309PAC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000309PAC00
LE70370252000302PAC00,SAM,PAC,DAY, 037, 025,2000/10/28,2000:302:17:49:20.8201250,2000:302:17:49:47.8154374, 9, 9,  50.35,   9.15,  97.08,  37.34,  57.83,24.90922737,163.48597717,50°16'32.92"N,106°47'52.69"W,51°15'41.22"N,107°47'36.46"W,50°52'12.07"N,105°07'24.42"W,49°39'29.99"N,108°25'55.92"W,49°16'47.46"N,105°50'48.44"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25548   (51°15'19.73"N),-108.60165  (108°36'05.94"W), 51.31088   (51°18'39.17"N),-105.08465  (105°05'04.74"W), 49.23035   (49°13'49.26"N),-108.45201   (108°27'07.24"W), 49.28193   (49°16'54.95"N),-105.08112   (105°04'52.03"W),15041,16361,7521,8181,7521,8181,,,28,7.898,3.112,7.259,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.27581,-106.79797,51.26145,-107.79346,50.87002,-105.12345,49.65833,-108.4322,49.27985,-105.84679,LE70370252000302PAC00,LE70370252000302PAC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000302PAC00
LE70380252000293EDC00,N/A,EDC,DAY, 038, 025,2000/10/19,2000:293:17:55:23.2251794,2000:293:17:55:50.2191794, 9, 9,  20.11,  12.35,  37.51,   9.48,  21.08,27.907877,162.5159302,50°16'58.80"N,108°19'25.32"W,51°16'15.60"N,109°19'01.56"W,50°52'46.92"N,106°38'49.20"W,49°39'47.16"N,109°57'33.48"W,49°17'04.92"N,107°22'26.40"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28750   (51°17'15.00"N),-109.97038  (109°58'13.37"W), 51.20812   (51°12'29.23"N),-106.56989  (106°34'11.60"W), 49.33710   (49°20'13.56"N),-110.01166   (110°00'41.98"W), 49.26299   (49°15'46.76"N),-106.74689   (106°44'48.80"W),14461,15841,7231,7921,7231,7921,,,50,4.693,3.117,3.509,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.3237,51.271,-109.3171,50.8797,-106.647,49.6631,-109.9593,49.2847,-107.374,LE70380252000293EDC00,LE70380252000293EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000293EDC00
LE70380252000277EDC00,N/A,EDC,DAY, 038, 025,2000/10/03,2000:277:17:55:36.8025527,2000:277:17:56:03.7952401, 9, 9,  62.98,  38.80,  21.61,  94.26,  97.23,33.5677147,159.9221039,50°16'58.80"N,108°24'45.00"W,51°16'04.08"N,109°24'33.12"W,50°52'43.32"N,106°44'19.32"W,49°39'34.56"N,110°02'49.56"W,49°17'00.24"N,107°27'41.76"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28286   (51°16'58.30"N),-110.06082  (110°03'38.95"W), 51.20611   (51°12'22.00"N),-106.66032  (106°39'37.15"W), 49.33241   (49°19'56.68"N),-110.09847   (110°05'54.49"W), 49.26076   (49°15'38.74"N),-106.83370   (106°50'01.32"W),14461,15841,7231,7921,7231,7921,,,56,11.727,10.324,5.563,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.4125,51.2678,-109.4092,50.8787,-106.7387,49.6596,-110.0471,49.2834,-107.4616,LE70380252000277EDC00,LE70380252000277EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000277EDC00
LE70370252000270EDC00,N/A,EDC,DAY, 037, 025,2000/09/26,2000:270:17:49:26.6872388,2000:270:17:49:53.6789263, 9, 9,  70.22,  40.93,  87.40,  52.64,  99.89,36.0954056,158.5367279,50°16'58.80"N,106°50'25.44"W,51°16'03.36"N,107°50'13.20"W,50°52'43.32"N,105°09'59.76"W,49°39'36.36"N,108°28'28.92"W,49°17'02.40"N,105°53'21.12"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25711   (51°15'25.60"N),-108.63618  (108°38'10.25"W), 51.31354   (51°18'48.74"N),-105.12339  (105°07'24.20"W), 49.23206   (49°13'55.42"N),-108.48510   (108°29'06.36"W), 49.28459   (49°17'04.52"N),-105.11825   (105°07'05.70"W),15041,16341,7521,8171,7521,8171,,,19,6.006,2.722,5.354,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-106.8404,51.2676,-107.837,50.8787,-105.1666,49.6601,-108.4747,49.284,-105.8892,LE70370252000270EDC00,LE70370252000270EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000270EDC00
LE70380252000261EDC00,N/A,EDC,DAY, 038, 025,2000/09/17,2000:261:17:55:42.9041740,2000:261:17:56:09.8940490, 9, 9,   0.18,   0.58,   0.05,   0.08,   0.01,39.307251,156.539032,50°16'58.80"N,108°22'22.80"W,51°16'14.52"N,109°22'03.36"W,50°52'54.48"N,106°41'51.00"W,49°39'46.80"N,110°00'23.04"W,49°17'13.20"N,107°25'16.68"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28790   (51°17'16.44"N),-110.01769  (110°01'03.68"W), 51.20989   (51°12'35.60"N),-106.61699  (106°37'01.16"W), 49.33748   (49°20'14.93"N),-110.05708   (110°03'25.49"W), 49.26465   (49°15'52.74"N),-106.79212   (106°47'31.63"W),14461,15841,7231,7921,7231,7921,,,182,5.213,4.094,3.227,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.373,51.2707,-109.3676,50.8818,-106.6975,49.663,-110.0064,49.287,-107.4213,LE70380252000261EDC00,LE70380252000261EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000261EDC00
LE70370252000254PAC01,SAM,PAC,DAY, 037, 025,2000/09/10,2000:254:17:49:41.9297499,2000:254:17:50:08.9180625, 9, 9,  32.68,  50.03,  16.16,  33.47,  31.05,41.74924469,154.8662262,50°16'58.22"N,106°49'56.32"W,51°15'58.39"N,107°49'42.67"W,50°52'36.30"N,105°09'31.07"W,49°39'46.94"N,108°27'59.15"W,49°17'11.62"N,105°52'52.28"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26236   (51°15'44.50"N),-108.64090  (108°38'27.24"W), 51.31894   (51°19'08.18"N),-105.11910  (105°07'08.76"W), 49.23732   (49°14'14.35"N),-108.48960   (108°29'22.56"W), 49.28999   (49°17'23.96"N),-105.11414   (105°06'50.90"W),15041,16381,7521,8191,7521,8191,,,63,4.8,2.772,3.919,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.28284,-106.83231,51.26622,-107.82852,50.87675,-105.15863,49.66304,-108.46643,49.28656,-105.88119,LE70370252000254PAC01,LE70370252000254PAC01,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000254PAC01
LE70370252000238EDC00,N/A,EDC,DAY, 037, 025,2000/08/25,2000:238:17:49:58.6477924,2000:238:17:50:25.6327299, 9, 9,  32.21,  56.22,  49.62,   4.64,  18.35,46.9828606,150.8270111,50°16'58.80"N,106°51'05.40"W,51°15'59.40"N,107°50'56.04"W,50°52'38.64"N,105°10'43.68"W,49°39'32.76"N,108°29'15.72"W,49°16'58.80"N,105°54'08.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25658   (51°15'23.69"N),-108.65335  (108°39'12.06"W), 51.31353   (51°18'48.71"N),-105.13200  (105°07'55.20"W), 49.23156   (49°13'53.62"N),-108.50156   (108°30'05.62"W), 49.28458   (49°17'04.49"N),-105.12650   (105°07'35.40"W),15041,16381,7521,8191,7521,8191,,,55,4.386,2.814,3.364,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-106.8515,51.2665,-107.8489,50.8774,-105.1788,49.6591,-108.4877,49.283,-105.9024,LE70370252000238EDC00,LE70370252000238EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000238EDC00
LE70380252000229EDC00,N/A,EDC,DAY, 038, 025,2000/08/16,2000:229:17:56:15.8191027,2000:229:17:56:42.8024778, 9, 9,   3.31,   4.25,   8.10,   0.35,   0.54,49.646965,148.6106262,50°16'58.80"N,108°23'33.72"W,51°16'10.56"N,109°23'22.92"W,50°52'49.80"N,106°43'09.12"W,49°39'42.12"N,110°01'35.04"W,49°17'07.80"N,107°26'27.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28808   (51°17'17.09"N),-110.03920  (110°02'21.12"W), 51.21070   (51°12'38.52"N),-106.63840  (106°38'18.24"W), 49.33764   (49°20'15.50"N),-110.07772   (110°04'39.79"W), 49.26539   (49°15'55.40"N),-106.81269   (106°48'45.68"W),14461,15841,7231,7921,7231,7921,,,155,4.629,3.353,3.192,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.3927,51.2696,-109.3897,50.8805,-106.7192,49.6617,-110.0264,49.2855,-107.4409,LE70380252000229EDC00,LE70380252000229EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000229EDC00
LE70370252000222EDC00,N/A,EDC,DAY, 037, 025,2000/08/09,2000:222:17:50:04.6601012,2000:222:17:50:31.6422888, 9, 9,   2.57,   5.13,   0.60,   3.98,   0.59,51.5504341,147.0064545,50°16'58.80"N,106°49'21.36"W,51°16'03.36"N,107°49'12.72"W,50°52'42.24"N,105°08'58.56"W,49°39'37.80"N,108°27'28.44"W,49°17'03.48"N,105°52'19.92"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25751   (51°15'27.04"N),-108.62331  (108°37'23.92"W), 51.31356   (51°18'48.82"N),-105.10187  (105°06'06.73"W), 49.23243   (49°13'56.75"N),-108.47276   (108°28'21.94"W), 49.28461   (49°17'04.60"N),-105.09763   (105°05'51.47"W),15041,16381,7521,8191,7521,8191,,,104,4.445,2.657,3.563,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-106.8226,51.2676,-107.8202,50.8784,-105.1496,49.6605,-108.4579,49.2843,-105.8722,LE70370252000222EDC00,LE70370252000222EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000222EDC00
LE70380252000213EDC00,N/A,EDC,DAY, 038, 025,2000/07/31,2000:213:17:56:21.8346614,2000:213:17:56:48.8150988, 9, 9,  40.09,   7.76,   8.19,  73.18,  71.20,53.7448845,145.2012787,50°16'58.80"N,108°21'57.60"W,51°16'08.40"N,109°21'42.12"W,50°52'47.64"N,106°41'29.40"W,49°39'41.04"N,110°00'00.72"W,49°17'06.36"N,107°24'53.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28517   (51°17'06.61"N),-110.01345  (110°00'48.42"W), 51.20704   (51°12'25.34"N),-106.61297  (106°36'46.69"W), 49.33744   (49°20'14.78"N),-110.05295   (110°03'10.62"W), 49.26450   (49°15'52.20"N),-106.78801   (106°47'16.84"W),14441,15841,7221,7921,7221,7921,,,92,4.467,3.249,3.066,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.366,51.269,-109.3617,50.8799,-106.6915,49.6614,-110.0002,49.2851,-107.4149,LE70380252000213EDC00,LE70380252000213EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000213EDC00
LE70370252000206EDC00,N/A,EDC,DAY, 037, 025,2000/07/24,2000:206:17:50:14.9185354,2000:206:17:50:41.8983479, 9, 9,  53.54,  45.09,  32.81,  53.22,  83.05,55.2377243,144.0688324,50°16'58.80"N,106°49'00.48"W,51°16'06.96"N,107°48'44.28"W,50°52'46.56"N,105°08'35.52"W,49°39'40.68"N,108°27'01.80"W,49°17'07.08"N,105°51'58.68"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.25791   (51°15'28.48"N),-108.61044  (108°36'37.58"W), 51.31357   (51°18'48.85"N),-105.09757  (105°05'51.25"W), 49.23549   (49°14'07.76"N),-108.46061   (108°27'38.20"W), 49.28731   (49°17'14.32"N),-105.09351   (105°05'36.64"W),15021,16341,7511,8171,7511,8171,,,28,3.308,1.382,3.005,UTM,WGS84,WGS84,13,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-106.8168,51.2686,-107.8123,50.8796,-105.1432,49.6613,-108.4505,49.2853,-105.8663,LE70370252000206EDC00,LE70370252000206EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70370252000206EDC00
LE70380252000197EDC00,N/A,EDC,DAY, 038, 025,2000/07/15,2000:197:17:56:39.2499088,2000:197:17:57:06.2283462, 9, 9,  18.64,  30.17,  24.81,  15.39,   4.20,56.843998,143.0466003,50°16'58.80"N,108°23'50.64"W,51°16'10.56"N,109°23'33.00"W,50°52'45.12"N,106°43'25.68"W,49°39'43.92"N,110°01'50.88"W,49°17'05.28"N,107°26'48.84"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.28262   (51°16'57.43"N),-110.03071  (110°01'50.56"W), 51.20500   (51°12'18.00"N),-106.63035  (106°37'49.26"W), 49.33218   (49°19'55.85"N),-110.06957   (110°04'10.45"W), 49.25971   (49°15'34.96"N),-106.80492   (106°48'17.71"W),14461,15841,7231,7921,7231,7921,,,74,4.859,3.354,3.516,UTM,WGS84,WGS84,12,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,50.283,-108.3974,51.2696,-109.3925,50.8792,-106.7238,49.6622,-110.0308,49.2848,-107.4469,LE70380252000197EDC00,LE70380252000197EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70380252000197EDC00
