Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70220272003013EDC00,N/A,EDC,DAY, 022, 027,2003/01/13,2003:013:16:15:30.5158125,2003:013:16:15:57.6145625, 9, 9,  64.73,  46.87,  60.93,  94.84,  56.29,18.0406933,157.5232697,47°27'03.60"N,84°45'38.88"W,48°25'57.72"N,85°42'41.40"W,48°03'47.52"N,83°11'16.80"W,46°49'08.04"N,86°17'55.68"W,46°27'37.80"N,83°50'55.32"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45406   (48°27'14.62"N), -86.30888  (86°18'31.97"W), 48.39013   (48°23'24.47"N), -83.10400  (83°06'14.40"W), 46.50253   (46°30'09.11"N), -86.33401   (86°20'02.44"W), 46.44280   (46°26'34.08"N), -83.24526   (83°14'42.94"W),14461,15821,7231,7911,7231,7911,,,96,4.639,3.358,3.2,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.7608,48.4327,-85.7115,48.0632,-83.188,46.8189,-86.2988,46.4605,-83.8487,LE70220272003013EDC00,LE70220272003013EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272003013EDC00
LE70220272002330EDC00,N/A,EDC,DAY, 022, 027,2002/11/26,2002:330:16:15:18.1658124,2002:330:16:15:45.2584999, 9, 9,  42.58,  26.78,  75.33,  31.30,  36.90,19.7054043,162.3652191,47°27'03.60"N,84°48'28.80"W,48°25'56.28"N,85°45'28.80"W,48°03'45.72"N,83°14'00.60"W,46°49'06.24"N,86°20'47.76"W,46°27'36.00"N,83°53'44.52"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44083   (48°26'26.99"N), -86.35368  (86°21'13.25"W), 48.37817   (48°22'41.41"N), -83.14949  (83°08'58.16"W), 46.49197   (46°29'31.09"N), -86.37714   (86°22'37.70"W), 46.43342   (46°26'00.31"N), -83.28886   (83°17'19.90"W),14441,15821,7221,7911,7221,7911,,,61,6.387,4.421,4.609,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.808,48.4323,-85.758,48.0627,-83.2335,46.8184,-86.3466,46.46,-83.8957,LE70220272002330EDC00,LE70220272002330EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002330EDC00
LE70210272002291EDC00,N/A,EDC,DAY, 021, 027,2002/10/18,2002:291:16:08:40.6451249,2002:291:16:09:07.7334374, 9, 9,  25.11,   7.59,  23.24,  49.86,  19.72,30.7842369,160.007782,47°27'03.60"N,83°15'18.36"W,48°26'04.56"N,84°12'22.32"W,48°03'54.00"N,81°40'49.08"W,46°49'17.76"N,84°47'34.80"W,46°27'47.52"N,82°20'26.52"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41605   (48°24'57.78"N), -84.92772  (84°55'39.79"W), 48.48148   (48°28'53.33"N), -81.61571  (81°36'56.56"W), 46.39605   (46°23'45.78"N), -84.78015   (84°46'48.54"W), 46.45704   (46°27'25.34"N), -81.59251   (81°35'33.04"W),15001,16341,7501,8171,7501,8171,,,159,3.593,2.139,2.887,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-83.2551,48.4346,-84.2062,48.065,-81.6803,46.8216,-84.793,46.4632,-82.3407,LE70210272002291EDC00,LE70210272002291EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002291EDC00
LE70220272002266EDC00,N/A,EDC,DAY, 022, 027,2002/09/23,2002:266:16:14:52.3669999,2002:266:16:15:19.4516875, 9, 9,  50.54,  49.01,  61.29,  29.91,  61.94,39.5209236,154.8093262,47°27'03.60"N,84°51'06.84"W,48°25'48.72"N,85°48'16.20"W,48°03'46.08"N,83°16'45.48"W,46°48'59.40"N,86°23'17.88"W,46°27'36.72"N,83°56'12.48"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.43828   (48°26'17.81"N), -86.38211  (86°22'55.60"W), 48.37642   (48°22'35.11"N), -83.17799  (83°10'40.76"W), 46.48942   (46°29'21.91"N), -86.40453   (86°24'16.31"W), 46.43161   (46°25'53.80"N), -83.31632   (83°18'58.75"W),14441,15821,7221,7911,7221,7911,,,31,3.977,2.806,2.818,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.8519,48.4302,-85.8045,48.0628,-83.2793,46.8165,-86.3883,46.4602,-83.9368,LE70220272002266EDC00,LE70220272002266EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002266EDC00
LE70210272002259EDC00,N/A,EDC,DAY, 021, 027,2002/09/16,2002:259:16:08:42.7736874,2002:259:16:09:09.8574374, 9, 9,   1.20,   0.10,   1.38,   1.99,   1.32,41.9389267,152.986557,47°27'03.60"N,83°17'39.12"W,48°26'00.60"N,84°14'44.52"W,48°03'58.32"N,81°43'15.96"W,46°49'12.00"N,84°49'43.68"W,46°27'49.68"N,82°22'40.08"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41508   (48°24'54.29"N), -84.95604  (84°57'21.74"W), 48.48128   (48°28'52.61"N), -81.65224  (81°39'08.06"W), 46.39515   (46°23'42.54"N), -84.80740   (84°48'26.64"W), 46.45685   (46°27'24.66"N), -81.62767   (81°37'39.61"W),15001,16301,7501,8151,7501,8151,,,223,3.544,1.582,3.171,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-83.2942,48.4335,-84.2457,48.0662,-81.7211,46.82,-84.8288,46.4638,-82.3778,LE70210272002259EDC00,LE70210272002259EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002259EDC00
LE70220272002250EDC01,N/A,EDC,DAY, 022, 027,2002/09/07,2002:250:16:15:04.2278749,2002:250:16:15:31.3100000, 9, 9,  12.49,  22.22,   1.26,  10.28,  16.19,44.9350624,150.4837952,47°27'32.40"N,84°51'29.88"W,48°26'25.44"N,85°48'36.00"W,48°04'23.88"N,83°17'04.20"W,46°49'36.12"N,86°23'41.64"W,46°28'14.52"N,83°56'35.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45180   (48°27'06.48"N), -86.38600  (86°23'09.60"W), 48.39002   (48°23'24.07"N), -83.18102  (83°10'51.67"W), 46.50294   (46°30'10.58"N), -86.40830   (86°24'29.88"W), 46.44521   (46°26'42.76"N), -83.31931   (83°19'09.52"W),14441,15821,7221,7911,7221,7911,,,199,3.556,2.384,2.639,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.459,-84.8583,48.4404,-85.81,48.0733,-83.2845,46.8267,-86.3949,46.4707,-83.9431,LE70220272002250EDC01,LE70220272002250EDC01,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002250EDC01
LE70210272002243EDC00,N/A,EDC,DAY, 021, 027,2002/08/31,2002:243:16:08:54.4368749,2002:243:16:09:21.5178750, 9, 9,   0.38,   0.56,   0.47,   0.40,   0.09,47.1702538,148.4429932,47°27'03.60"N,83°18'12.24"W,48°26'00.24"N,84°15'19.08"W,48°03'57.60"N,81°43'48.36"W,46°49'12.00"N,84°50'24.36"W,46°27'48.96"N,82°23'18.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41735   (48°25'02.46"N), -84.96838  (84°58'06.17"W), 48.48395   (48°29'02.22"N), -81.65634  (81°39'22.82"W), 46.39745   (46°23'50.82"N), -84.81927   (84°49'09.37"W), 46.45953   (46°27'34.31"N), -81.63160   (81°37'53.76"W),15001,16341,7501,8171,7501,8171,,,245,3.077,1.786,2.506,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-83.3034,48.4334,-84.2553,48.066,-81.7301,46.82,-84.8401,46.4636,-82.3884,LE70210272002243EDC00,LE70210272002243EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002243EDC00
LE70220272002234EDC00,N/A,EDC,DAY, 022, 027,2002/08/22,2002:234:16:15:11.4860625,2002:234:16:15:38.5656250, 9, 9,  36.00,   4.53,  39.28,  29.59,  70.59,49.8599968,145.8159332,47°27'03.60"N,84°51'16.20"W,48°25'47.28"N,85°48'28.44"W,48°03'45.00"N,83°17'00.24"W,46°49'00.84"N,86°23'30.48"W,46°27'38.52"N,83°56'26.88"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44096   (48°26'27.46"N), -86.37802  (86°22'40.87"W), 48.37911   (48°22'44.80"N), -83.17779  (83°10'40.04"W), 46.49210   (46°29'31.56"N), -86.40060   (86°24'02.16"W), 46.43430   (46°26'03.48"N), -83.31614   (83°18'58.10"W),14441,15801,7221,7901,7221,7901,,,96,4.225,2.696,3.253,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.8545,48.4298,-85.8079,48.0625,-83.2834,46.8169,-86.3918,46.4607,-83.9408,LE70220272002234EDC00,LE70220272002234EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002234EDC00
LE70210272002227GNC00,SAM,GNC,DAY, 021, 027,2002/08/15,2002:227:16:09:05.2328749,2002:227:16:09:32.3115624, 9, 9,   4.37,   1.80,   0.97,   7.99,   6.74,51.81817245,143.8888092,47°26'53.34"N,83°16'18.95"W,48°25'50.23"N,84°13'21.58"W,48°03'46.98"N,81°41'52.26"W,46°49'02.89"N,84°48'29.41"W,46°27'39.78"N,82°21'24.95"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42246   (48°25'20.86"N), -84.97689  (84°58'36.80"W), 48.48931   (48°29'21.52"N), -81.66453  (81°39'52.31"W), 46.40258   (46°24'09.29"N), -84.82744   (84°49'38.78"W), 46.46488   (46°27'53.57"N), -81.63948   (81°38'22.13"W),15001,16341,7501,8171,7501,8171,,,212,4.192,2.526,3.345,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.44815,-83.27193,48.43062,-84.22266,48.06305,-81.69785,46.81747,-84.80817,46.46105,-82.35693,LE70210272002227GNC00,LE70210272002227GNC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002227GNC00
LE70220272002218EDC00,N/A,EDC,DAY, 022, 027,2002/08/06,2002:218:16:15:15.6088125,2002:218:16:15:42.6865000, 9, 9,  22.23,  33.48,  40.40,   0.21,  14.83,54.0647011,141.4684753,47°27'03.60"N,84°50'24.36"W,48°25'58.80"N,85°47'29.04"W,48°03'56.16"N,83°15'59.76"W,46°49'12.00"N,86°22'31.80"W,46°27'49.32"N,83°55'27.48"W,N,L,L,L,L,H,L,H,H,L,Y,NOMINAL,,,LL,LL,LL,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44629   (48°26'46.64"N), -86.36578  (86°21'56.81"W), 48.38396   (48°23'02.26"N), -83.16121  (83°09'40.36"W), 46.50014   (46°30'00.50"N), -86.38878   (86°23'19.61"W), 46.44188   (46°26'30.77"N), -83.30001   (83°18'00.04"W),14421,15821,7211,7911,7211,7911,,,101,5.272,2.703,4.526,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.8401,48.433,-85.7914,48.0656,-83.2666,46.82,-86.3755,46.4637,-83.9243,LE70220272002218EDC00,LE70220272002218EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002218EDC00
LE70210272002211EDC00,N/A,EDC,DAY, 021, 027,2002/07/30,2002:211:16:09:09.0908750,2002:211:16:09:36.1675624, 9, 9,   0.19,   0.13,   0.19,   0.18,   0.25,55.6370316,139.8597412,47°27'03.60"N,83°17'57.84"W,48°25'56.64"N,84°15'07.56"W,48°03'54.36"N,81°43'37.92"W,46°49'08.76"N,84°50'08.16"W,46°27'45.72"N,82°23'03.84"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42302   (48°25'22.87"N), -84.96071  (84°57'38.56"W), 48.48937   (48°29'21.73"N), -81.65235  (81°39'08.46"W), 46.40310   (46°24'11.16"N), -84.81186   (84°48'42.70"W), 46.46495   (46°27'53.82"N), -81.62776   (81°37'39.94"W),15001,16321,7501,8161,7501,8161,,,224,4.201,2.661,3.251,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-83.2994,48.4324,-84.2521,48.0651,-81.7272,46.8191,-84.8356,46.4627,-82.3844,LE70210272002211EDC00,LE70210272002211EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002211EDC00
LE70220272002202EDC00,N/A,EDC,DAY, 022, 027,2002/07/21,2002:202:16:15:22.7476249,2002:202:16:15:49.8226875, 9, 9,  84.09,  78.78,  99.03,  67.46,  91.11,57.3862457,138.2060852,47°27'03.60"N,84°50'17.16"W,48°26'00.24"N,85°47'24.00"W,48°03'57.60"N,83°15'55.44"W,46°49'12.36"N,86°22'27.84"W,46°27'49.32"N,83°55'24.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45167   (48°27'06.01"N), -86.36166  (86°21'41.98"W), 48.38935   (48°23'21.66"N), -83.16081  (83°09'38.92"W), 46.50282   (46°30'10.15"N), -86.38484   (86°23'05.42"W), 46.44458   (46°26'40.49"N), -83.29982   (83°17'59.35"W),14441,15801,7221,7901,7221,7901,,,27,12.468,6.953,10.349,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.8381,48.4334,-85.79,48.066,-83.2654,46.8201,-86.3744,46.4637,-83.9234,LE70220272002202EDC00,LE70220272002202EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002202EDC00
LE70210272002195GNC02,SAM,GNC,DAY, 021, 027,2002/07/14,2002:195:16:09:17.0312500,2002:195:16:09:44.1048750, 9, 9,  71.76,  35.22,  72.90,  81.06,  97.87,58.53725052,137.36613464,47°26'53.09"N,83°15'44.68"W,48°25'45.44"N,84°12'51.34"W,48°03'42.26"N,81°41'23.06"W,46°48'58.64"N,84°47'55.61"W,46°27'35.50"N,82°20'52.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42274   (48°25'21.86"N), -84.96880  (84°58'07.68"W), 48.48935   (48°29'21.66"N), -81.65641  (81°39'23.08"W), 46.40284   (46°24'10.22"N), -84.81965   (84°49'10.74"W), 46.46493   (46°27'53.75"N), -81.63167   (81°37'54.01"W),15001,16341,7501,8171,7501,8171,,,55,4.343,2.861,3.267,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.44808,-83.26241,48.42929,-84.21426,48.06174,-81.68974,46.81629,-84.79878,46.45986,-82.34781,LE70210272002195GNC02,LE70210272002195GNC02,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002195GNC02
LE70220272002186EDC00,N/A,EDC,DAY, 022, 027,2002/07/05,2002:186:16:15:31.5600000,2002:186:16:15:58.6315000, 9, 9,  53.08,  66.08,  21.86,  68.38,  55.98,59.6415596,136.7330933,47°27'03.60"N,84°50'50.28"W,48°25'52.68"N,85°47'57.12"W,48°03'49.68"N,83°16'27.84"W,46°49'06.60"N,86°23'00.96"W,46°27'43.92"N,83°55'56.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45173   (48°27'06.23"N), -86.37383  (86°22'25.79"W), 48.38975   (48°23'23.10"N), -83.17294  (83°10'22.58"W), 46.50558   (46°30'20.09"N), -86.39654   (86°23'47.54"W), 46.44765   (46°26'51.54"N), -83.31134   (83°18'40.82"W),14421,15801,7211,7901,7211,7901,,,118,3.529,2.087,2.846,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.8473,48.4313,-85.7992,48.0638,-83.2744,46.8185,-86.3836,46.4622,-83.9324,LE70220272002186EDC00,LE70220272002186EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002186EDC00
LE70210272002179EDC00,N/A,EDC,DAY, 021, 027,2002/06/28,2002:179:16:09:21.2484999,2002:179:16:09:48.3191875, 9, 9,  10.96,   9.85,  22.17,   1.59,  10.25,60.2370605,136.7612,47°27'03.60"N,83°17'30.48"W,48°25'49.80"N,84°14'42.00"W,48°03'46.80"N,81°43'12.72"W,46°49'02.64"N,84°49'42.60"W,46°27'39.60"N,82°22'38.28"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42854   (48°25'42.74"N), -84.95708  (84°57'25.49"W), 48.49482   (48°29'41.35"N), -81.64430  (81°38'39.48"W), 46.40862   (46°24'31.03"N), -84.80834   (84°48'30.02"W), 46.47039   (46°28'13.40"N), -81.62001   (81°37'12.04"W),15001,16341,7501,8171,7501,8171,,,189,4.291,2.819,3.235,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-83.2918,48.4305,-84.245,48.063,-81.7202,46.8174,-84.8285,46.461,-82.3773,LE70210272002179EDC00,LE70210272002179EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002179EDC00
LE70220272002170EDC00,N/A,EDC,DAY, 022, 027,2002/06/19,2002:170:16:15:35.3572499,2002:170:16:16:02.4268749, 9, 9,   6.19,   8.02,   4.88,   7.23,   4.60,60.603344,137.3830109,47°27'03.60"N,84°50'06.36"W,48°25'59.16"N,85°47'10.68"W,48°03'55.80"N,83°15'42.12"W,46°49'13.08"N,86°22'14.88"W,46°27'50.04"N,83°55'10.92"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45707   (48°27'25.45"N), -86.36159  (86°21'41.72"W), 48.39460   (48°23'40.56"N), -83.15636  (83°09'22.90"W), 46.51091   (46°30'39.28"N), -86.38475   (86°23'05.10"W), 46.45253   (46°27'09.11"N), -83.29538   (83°17'43.37"W),14421,15821,7211,7911,7211,7911,,,218,3.772,1.94,3.235,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.8351,48.4331,-85.7863,48.0655,-83.2617,46.8203,-86.3708,46.4639,-83.9197,LE70220272002170EDC00,LE70220272002170EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002170EDC00
LE70210272002163GNC00,SAM,GNC,DAY, 021, 027,2002/06/12,2002:163:16:09:26.7263749,2002:163:16:09:53.7948750, 9, 9,  11.01,   1.88,   2.24,  38.49,   1.44,60.57039642,138.31596375,47°26'52.12"N,83°15'11.09"W,48°25'42.67"N,84°12'16.56"W,48°03'38.56"N,81°40'48.40"W,46°48'57.46"N,84°47'20.04"W,46°27'33.41"N,82°20'16.62"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42046   (48°25'13.66"N), -84.95645  (84°57'23.22"W), 48.48672   (48°29'12.19"N), -81.64419  (81°38'39.08"W), 46.40323   (46°24'11.63"N), -84.80797   (84°48'28.69"W), 46.46499   (46°27'53.96"N), -81.61994   (81°37'11.78"W),14981,16341,7491,8171,7491,8171,,,202,4.174,2.975,2.928,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.44781,-83.25308,48.42852,-84.2046,48.06071,-81.68011,46.81596,-84.7889,46.45928,-82.33795,LE70210272002163GNC00,LE70210272002163GNC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002163GNC00
LE70220272002154EDC00,N/A,EDC,DAY, 022, 027,2002/06/03,2002:154:16:15:42.4538750,2002:154:16:16:09.5212500, 9, 9,   0.69,   0.00,   0.00,   0.00,   2.77,60.0280228,139.7692108,47°27'03.60"N,84°50'16.44"W,48°25'45.84"N,85°47'23.64"W,48°03'42.12"N,83°15'55.80"W,46°49'00.48"N,86°22'30.36"W,46°27'37.08"N,83°55'26.76"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45441   (48°27'15.88"N), -86.36974  (86°22'11.06"W), 48.39217   (48°23'31.81"N), -83.16465  (83°09'52.74"W), 46.50826   (46°30'29.74"N), -86.39260   (86°23'33.36"W), 46.45009   (46°27'00.32"N), -83.30336   (83°18'12.10"W),14421,15821,7211,7911,7211,7911,,,233,3.621,1.78,3.153,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.8379,48.4294,-85.7899,48.0617,-83.2655,46.8168,-86.3751,46.4603,-83.9241,LE70220272002154EDC00,LE70220272002154EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002154EDC00
LE70210272002147GNC00,SAM,GNC,DAY, 021, 027,2002/05/27,2002:147:16:09:32.9694374,2002:147:16:10:00.0356875, 9, 9,  13.29,   1.84,   5.05,  16.90,  29.36,59.26704025,141.16159058,47°26'53.34"N,83°15'20.81"W,48°25'41.88"N,84°12'26.21"W,48°03'37.91"N,81°40'59.66"W,46°48'57.60"N,84°47'31.63"W,46°27'33.48"N,82°20'29.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42032   (48°25'13.15"N), -84.96050  (84°57'37.80"W), 48.48670   (48°29'12.12"N), -81.64825  (81°38'53.70"W), 46.40041   (46°24'01.48"N), -84.81167   (84°48'42.01"W), 46.46227   (46°27'44.17"N), -81.62382   (81°37'25.75"W),15001,16341,7501,8171,7501,8171,,,186,4.904,3.124,3.78,UTM,WGS84,WGS84,17,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.44815,-83.25578,48.4283,-84.20728,48.06053,-81.68324,46.816,-84.79212,46.4593,-82.34161,LE70210272002147GNC00,LE70210272002147GNC00,http://earthexplorer.usgs.gov/download/options/5441/LE70210272002147GNC00
LE70220272002138EDC00,N/A,EDC,DAY, 022, 027,2002/05/18,2002:138:16:15:48.5635873,2002:138:16:16:15.6290873, 9, 9,  75.30,  58.80,  88.54,  86.61,  67.26,57.7847176,142.8975983,47°27'03.60"N,84°50'15.00"W,48°25'56.28"N,85°47'22.56"W,48°03'52.20"N,83°15'54.00"W,46°48'54.72"N,86°22'30.36"W,46°27'30.60"N,83°55'27.84"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.45711   (48°27'25.60"N), -86.36971  (86°22'10.96"W), 48.39500   (48°23'42.00"N), -83.16849  (83°10'06.56"W), 46.51096   (46°30'39.46"N), -86.39257   (86°23'33.25"W), 46.45291   (46°27'10.48"N), -83.30707   (83°18'25.45"W),14421,15801,7211,7901,7211,7901,,,20,4.228,1.771,3.839,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,47.451,-84.8375,48.4323,-85.7896,48.0645,-83.265,46.8152,-86.3751,46.4585,-83.9244,LE70220272002138EDC00,LE70220272002138EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70220272002138EDC00
